month,Platform,Transaction_Type,Crypto,Wallet_Type,Status,Transaction_Count,Total_Value,Avg_Value,Avg_Fee_Pct,Total_Fees,Unique_Users,quarter,Total_Monthly_Unique_Users,Total_Quarterly_Unique_Users
2023-05,KuCoin,Transfer,Ethereum,Cold Wallet,Failed,1,270881.7,270881.7,0.0006237040006763099,168.95,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Ethereum,Exchange Wallet,Completed,1,584516.35,584516.35,0.03178448301745537,18578.55,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Ethereum,Hot Wallet,Completed,1,804400.67,804400.67,0.0329816980386155,26530.5,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Ethereum,Hot Wallet,Pending,1,2723322.79,2723322.79,0.023466079832571003,63905.71,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Litecoin,Ledger,Failed,1,3131811.54,3131811.54,0.040105440061058074,125602.68,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Polkadot,Cold Wallet,Pending,1,567194.48,567194.48,0.006008080332516636,3407.75,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Polkadot,Exchange Wallet,Pending,1,421805.63,421805.63,0.024062813007024113,10149.83,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Polkadot,Hot Wallet,Failed,1,2470940.62,2470940.62,0.002081891389198984,5144.23,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Solana,Cold Wallet,Pending,1,3128425.46,3128425.46,0.01905437759734892,59610.2,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,Solana,Ledger,Pending,1,2643284.06,2643284.06,0.005033859281851077,13305.92,1,2023Q2,438,1228
2023-05,KuCoin,Transfer,XRP,Exchange Wallet,Pending,2,4132959.41,2066479.705,0.03430120207110166,145845.01,2,2023Q2,438,1228
2023-05,KuCoin,Transfer,XRP,Hot Wallet,Failed,1,44338.93,44338.93,0.03286976027612755,1457.41,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Avalanche,Ledger,Failed,1,128407.99,128407.99,0.01977680672363145,2539.5,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Avalanche,Trezor,Pending,1,640259.84,640259.84,0.0024657489059441867,1578.72,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,BNB,Hot Wallet,Completed,1,3000040.54,3000040.54,0.039932193716288915,119798.2,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,BNB,Hot Wallet,Failed,1,2881272.76,2881272.76,0.036949042616846874,106460.27,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,BNB,Ledger,Completed,1,643508.19,643508.19,0.011738622938116764,7553.9,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Cardano,Cold Wallet,Pending,1,156068.71,156068.71,0.019062949902001497,2975.13,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Dogecoin,Cold Wallet,Completed,2,4761004.0,2380502.0,0.032611686931266315,159461.57,2,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Dogecoin,Exchange Wallet,Pending,1,1263011.12,1263011.12,0.0081802763541781,10331.78,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Ethereum,Exchange Wallet,Pending,1,1332346.92,1332346.92,0.039737368102295764,52943.96,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,Polkadot,Exchange Wallet,Completed,1,460919.35,460919.35,0.01042787637359985,4806.41,1,2023Q2,438,1228
2023-05,KuCoin,Withdraw,XRP,Cold Wallet,Failed,1,21881.71,21881.71,0.03732066643786066,816.64,1,2023Q2,438,1228
2023-05,OKX,Buy,Avalanche,Hot Wallet,Failed,1,873066.78,873066.78,0.0007746601010291561,676.33,1,2023Q2,438,1228
2023-05,OKX,Buy,BNB,Cold Wallet,Failed,1,3731877.71,3731877.71,0.0014517329936837614,5417.69,1,2023Q2,438,1228
2023-05,OKX,Buy,Bitcoin,Ledger,Failed,1,1579627.57,1579627.57,0.03769327728307502,59541.34,1,2023Q2,438,1228
2023-05,OKX,Buy,Cardano,Cold Wallet,Pending,1,445498.49,445498.49,0.049903289234493255,22231.84,1,2023Q2,438,1228
2023-05,OKX,Buy,Cardano,Ledger,Completed,1,1102181.74,1102181.74,0.02811669697957435,30989.71,1,2023Q2,438,1228
2023-05,OKX,Buy,Dogecoin,Hot Wallet,Pending,1,5351718.35,5351718.35,0.006399408145236194,34247.83,1,2023Q2,438,1228
2023-05,OKX,Buy,Dogecoin,Ledger,Failed,1,1103351.46,1103351.46,0.04073062993001342,44940.2,1,2023Q2,438,1228
2023-05,OKX,Buy,Ethereum,Exchange Wallet,Pending,1,74370.3,74370.3,0.0427247167215945,3177.45,1,2023Q2,438,1228
2023-05,OKX,Buy,Polkadot,Ledger,Failed,1,2630348.38,2630348.38,0.02823437783553219,74266.25,1,2023Q2,438,1228
2023-05,OKX,Buy,Polkadot,Trezor,Pending,1,60493.06,60493.06,0.041363257206694454,2502.19,1,2023Q2,438,1228
2023-05,OKX,Buy,Solana,Cold Wallet,Pending,1,645370.03,645370.03,0.012164866100150327,7850.84,1,2023Q2,438,1228
2023-05,OKX,Buy,Solana,Hot Wallet,Failed,1,125830.72,125830.72,0.008489262399515795,1068.21,1,2023Q2,438,1228
2023-05,OKX,Buy,XRP,Cold Wallet,Completed,1,3375162.39,3375162.39,0.012941374355620263,43679.24,1,2023Q2,438,1228
2023-05,OKX,Sell,Avalanche,Trezor,Pending,1,318644.48,318644.48,0.02487185718704432,7925.28,1,2023Q2,438,1228
2023-05,OKX,Sell,BNB,Trezor,Pending,1,4201988.01,4201988.01,0.0490831029287016,206246.61,1,2023Q2,438,1228
2023-05,OKX,Sell,Bitcoin,Cold Wallet,Failed,1,3203336.99,3203336.99,0.021593841115042974,69172.35,1,2023Q2,438,1228
2023-05,OKX,Sell,Cardano,Exchange Wallet,Pending,1,40045.18,40045.18,0.03056972149956624,1224.17,1,2023Q2,438,1228
2023-05,OKX,Sell,Cardano,Trezor,Failed,1,2231977.04,2231977.04,0.007452509457713777,16633.83,1,2023Q2,438,1228
2023-05,OKX,Sell,Dogecoin,Exchange Wallet,Failed,1,2245137.66,2245137.66,0.021082569164155393,47333.27,1,2023Q2,438,1228
2023-05,OKX,Sell,Ethereum,Hot Wallet,Failed,1,1236690.66,1236690.66,0.03940398482511383,48730.54,1,2023Q2,438,1228
2023-05,OKX,Sell,Litecoin,Exchange Wallet,Failed,1,3171555.35,3171555.35,0.005489880540788922,17411.46,1,2023Q2,438,1228
2023-05,OKX,Sell,Litecoin,Ledger,Pending,1,25052.99,25052.99,0.03891112398160858,974.84,1,2023Q2,438,1228
2023-05,OKX,Sell,Polkadot,Ledger,Completed,1,1014416.22,1014416.22,0.03427944005075156,34773.62,1,2023Q2,438,1228
2023-05,OKX,Sell,Solana,Trezor,Completed,1,2112477.07,2112477.07,0.007349916465602158,15526.53,1,2023Q2,438,1228
2023-05,OKX,Stake,BNB,Exchange Wallet,Pending,1,2333181.96,2333181.96,0.03608441237904994,84191.5,1,2023Q2,438,1228
2023-05,OKX,Stake,BNB,Ledger,Pending,1,1789306.31,1789306.31,0.04619361119896794,82654.52,1,2023Q2,438,1228
2023-05,OKX,Stake,Bitcoin,Ledger,Completed,1,2802983.83,2802983.83,0.04002097293583031,112178.14,1,2023Q2,438,1228
2023-05,OKX,Stake,Cardano,Trezor,Completed,1,663881.96,663881.96,0.004529976985667754,3007.37,1,2023Q2,438,1228
2023-05,OKX,Stake,Dogecoin,Trezor,Failed,2,485008.05000000005,242504.02500000002,0.038254328771834795,19229.79,2,2023Q2,438,1228
2023-05,OKX,Stake,Litecoin,Exchange Wallet,Completed,1,3217274.85,3217274.85,0.017437276146922916,56100.51,1,2023Q2,438,1228
2023-05,OKX,Stake,Polkadot,Hot Wallet,Completed,2,2137091.6999999997,1068545.8499999999,0.04832604092764588,105104.41,2,2023Q2,438,1228
2023-05,OKX,Stake,Solana,Hot Wallet,Failed,1,1069455.14,1069455.14,0.02357114296537955,25208.28,1,2023Q2,438,1228
2023-05,OKX,Stake,XRP,Trezor,Pending,1,574488.62,574488.62,0.021429493242181193,12311.0,1,2023Q2,438,1228
2023-05,OKX,Transfer,Avalanche,Cold Wallet,Pending,1,1965316.82,1965316.82,0.011880084555527286,23348.13,1,2023Q2,438,1228
2023-05,OKX,Transfer,Avalanche,Hot Wallet,Completed,1,2881136.16,2881136.16,0.029899662916312846,86145.0,1,2023Q2,438,1228
2023-05,OKX,Transfer,BNB,Hot Wallet,Failed,1,255192.26,255192.26,0.018032639391179026,4601.79,1,2023Q2,438,1228
2023-05,OKX,Transfer,BNB,Ledger,Pending,1,830271.55,830271.55,0.030600867872685747,25407.03,1,2023Q2,438,1228
2023-05,OKX,Transfer,Bitcoin,Hot Wallet,Pending,1,4194932.94,4194932.94,0.04297822219775461,180290.76,1,2023Q2,438,1228
2023-05,OKX,Transfer,Cardano,Exchange Wallet,Pending,1,1165555.01,1165555.01,0.0002596359651870914,302.62,1,2023Q2,438,1228
2023-05,OKX,Transfer,Cardano,Hot Wallet,Pending,1,2723202.81,2723202.81,0.031089505963017128,84663.03,1,2023Q2,438,1228
2023-05,OKX,Transfer,Cardano,Ledger,Completed,1,3046076.8,3046076.8,0.014771252648652852,44994.37,1,2023Q2,438,1228
2023-05,OKX,Transfer,Dogecoin,Exchange Wallet,Completed,1,1437730.96,1437730.96,0.009069485434187214,13039.48,1,2023Q2,438,1228
2023-05,OKX,Transfer,Litecoin,Exchange Wallet,Pending,1,217178.65,217178.65,0.012119515431189944,2632.1,1,2023Q2,438,1228
2023-05,OKX,Transfer,Litecoin,Trezor,Completed,1,1560785.59,1560785.59,0.021634938338968134,33767.5,1,2023Q2,438,1228
2023-05,OKX,Transfer,Polkadot,Exchange Wallet,Failed,1,1434131.59,1434131.59,0.026356186742947343,37798.24,1,2023Q2,438,1228
2023-05,OKX,Transfer,Solana,Ledger,Failed,1,1946244.17,1946244.17,0.01731718995977776,33703.48,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Avalanche,Ledger,Failed,1,2250721.05,2250721.05,0.010847372667528036,24414.41,1,2023Q2,438,1228
2023-05,OKX,Withdraw,BNB,Cold Wallet,Failed,1,175453.33,175453.33,0.03728689560921984,6542.11,1,2023Q2,438,1228
2023-05,OKX,Withdraw,BNB,Exchange Wallet,Failed,1,940854.62,940854.62,0.003179056505031564,2991.03,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Bitcoin,Hot Wallet,Completed,2,567981.26,283990.63,0.02232690634354665,13445.5,2,2023Q2,438,1228
2023-05,OKX,Withdraw,Bitcoin,Trezor,Completed,1,2590733.77,2590733.77,0.03321762004129046,86058.01,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Cardano,Ledger,Failed,1,1747811.05,1747811.05,0.03360534309472411,58735.79,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Cardano,Trezor,Completed,1,1453408.19,1453408.19,0.014809432166472106,21524.15,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Ethereum,Ledger,Pending,1,521246.22,521246.22,0.008592772145186972,4478.95,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Polkadot,Exchange Wallet,Completed,1,2344983.69,2344983.69,0.037683375102707,88366.9,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Polkadot,Hot Wallet,Pending,1,497952.31,497952.31,0.00892521213527456,4444.33,1,2023Q2,438,1228
2023-05,OKX,Withdraw,Polkadot,Ledger,Completed,1,1151664.71,1151664.71,0.04897290809579465,56400.37,1,2023Q2,438,1228
2023-06,Binance,Buy,BNB,Ledger,Pending,1,1546217.64,1546217.64,0.014909860942991182,23053.89,1,2023Q2,408,1228
2023-06,Binance,Buy,Bitcoin,Exchange Wallet,Failed,2,3527916.03,1763958.015,0.034151057609504376,135188.19,2,2023Q2,408,1228
2023-06,Binance,Buy,Bitcoin,Hot Wallet,Failed,1,666120.89,666120.89,0.012085584044661923,8050.46,1,2023Q2,408,1228
2023-06,Binance,Buy,Cardano,Hot Wallet,Failed,1,4750859.63,4750859.63,0.04398703524734533,208976.23,1,2023Q2,408,1228
2023-06,Binance,Buy,Cardano,Hot Wallet,Pending,1,1606026.77,1606026.77,0.049864062975737325,80083.02,1,2023Q2,408,1228
2023-06,Binance,Buy,Dogecoin,Trezor,Pending,1,1951287.8,1951287.8,0.03134957846812756,61172.05,1,2023Q2,408,1228
2023-06,Binance,Buy,Ethereum,Exchange Wallet,Failed,1,2965845.7,2965845.7,0.01446801497461584,42909.9,1,2023Q2,408,1228
2023-06,Binance,Buy,Ethereum,Hot Wallet,Failed,1,1803914.3,1803914.3,0.008039079240072546,14501.81,1,2023Q2,408,1228
2023-06,Binance,Buy,Litecoin,Cold Wallet,Pending,1,182983.46,182983.46,0.01715838141873588,3139.7,1,2023Q2,408,1228
2023-06,Binance,Buy,Polkadot,Ledger,Pending,1,158884.36,158884.36,0.038969285586070275,6191.61,1,2023Q2,408,1228
2023-06,Binance,Sell,Avalanche,Cold Wallet,Completed,1,56536.01,56536.01,0.004196617341761472,237.26,1,2023Q2,408,1228
2023-06,Binance,Sell,BNB,Exchange Wallet,Completed,1,4174783.97,4174783.97,0.04834723699487616,201839.27,1,2023Q2,408,1228
2023-06,Binance,Sell,BNB,Trezor,Pending,1,609522.78,609522.78,0.04430620296094594,27005.64,1,2023Q2,408,1228
2023-06,Binance,Sell,Bitcoin,Cold Wallet,Failed,1,900843.85,900843.85,0.02566153945547833,23117.04,1,2023Q2,408,1228
2023-06,Binance,Sell,Bitcoin,Hot Wallet,Completed,1,182979.25,182979.25,0.0417992204034064,7648.39,1,2023Q2,408,1228
2023-06,Binance,Sell,Cardano,Hot Wallet,Completed,1,860381.59,860381.59,0.013532960415854552,11643.51,1,2023Q2,408,1228
2023-06,Binance,Sell,Dogecoin,Cold Wallet,Completed,1,629146.25,629146.25,0.005248684228825969,3302.19,1,2023Q2,408,1228
2023-06,Binance,Sell,Dogecoin,Exchange Wallet,Pending,1,2121745.41,2121745.41,0.044243663522288465,93873.79,1,2023Q2,408,1228
2023-06,Binance,Sell,Polkadot,Exchange Wallet,Pending,1,647797.72,647797.72,0.005861490219508645,3797.06,1,2023Q2,408,1228
2023-06,Binance,Sell,XRP,Trezor,Pending,1,159728.05,159728.05,0.021261512927754394,3396.06,1,2023Q2,408,1228
2023-06,Binance,Stake,BNB,Cold Wallet,Failed,1,113999.01,113999.01,0.0468689157914617,5343.01,1,2023Q2,408,1228
2023-06,Binance,Stake,Bitcoin,Exchange Wallet,Failed,1,2850269.52,2850269.52,0.013309204527437111,37934.82,1,2023Q2,408,1228
2023-06,Binance,Stake,Bitcoin,Hot Wallet,Completed,1,1940786.47,1940786.47,0.004471197699559395,8677.64,1,2023Q2,408,1228
2023-06,Binance,Stake,Bitcoin,Trezor,Failed,1,3125815.53,3125815.53,0.021835031320610272,68252.28,1,2023Q2,408,1228
2023-06,Binance,Stake,Cardano,Trezor,Completed,1,1821116.62,1821116.62,0.0024109878257000364,4390.69,1,2023Q2,408,1228
2023-06,Binance,Stake,Ethereum,Cold Wallet,Pending,2,1154251.71,577125.855,0.02492151541104921,45037.5,2,2023Q2,408,1228
2023-06,Binance,Stake,Litecoin,Cold Wallet,Failed,1,95832.07,95832.07,0.003506654922511848,336.05,1,2023Q2,408,1228
2023-06,Binance,Stake,Litecoin,Ledger,Pending,1,3206319.15,3206319.15,0.006639825608127626,21289.4,1,2023Q2,408,1228
2023-06,Binance,Stake,Polkadot,Hot Wallet,Failed,1,813043.55,813043.55,0.017192867466939498,13978.55,1,2023Q2,408,1228
2023-06,Binance,Stake,Solana,Cold Wallet,Completed,1,3392711.49,3392711.49,0.04935829365201932,167458.45,1,2023Q2,408,1228
2023-06,Binance,Stake,Solana,Hot Wallet,Pending,1,1708319.21,1708319.21,0.021558476767348417,36828.76,1,2023Q2,408,1228
2023-06,Binance,Stake,XRP,Ledger,Completed,1,5059417.79,5059417.79,0.04098600641557217,207365.33,1,2023Q2,408,1228
2023-06,Binance,Transfer,BNB,Ledger,Failed,1,4265863.63,4265863.63,0.010222813897124039,43609.13,1,2023Q2,408,1228
2023-06,Binance,Transfer,Cardano,Hot Wallet,Pending,1,50048.73,50048.73,0.013998956616881187,700.63,1,2023Q2,408,1228
2023-06,Binance,Transfer,Cardano,Ledger,Failed,1,254176.74,254176.74,0.004628078871418368,1176.35,1,2023Q2,408,1228
2023-06,Binance,Transfer,Dogecoin,Hot Wallet,Failed,1,1385433.09,1385433.09,0.018820425315523536,26074.44,1,2023Q2,408,1228
2023-06,Binance,Transfer,Ethereum,Hot Wallet,Completed,1,601036.37,601036.37,0.03259295273595506,19589.55,1,2023Q2,408,1228
2023-06,Binance,Transfer,Litecoin,Cold Wallet,Pending,2,730416.91,365208.455,0.034465567873209625,27423.300000000003,2,2023Q2,408,1228
2023-06,Binance,Transfer,Litecoin,Hot Wallet,Failed,1,542820.26,542820.26,0.024992434880746713,13566.4,1,2023Q2,408,1228
2023-06,Binance,Transfer,Litecoin,Trezor,Completed,1,1496143.44,1496143.44,0.032398892181086596,48473.39,1,2023Q2,408,1228
2023-06,Binance,Transfer,Polkadot,Ledger,Pending,1,2843476.16,2843476.16,0.0056208735718747856,15982.82,1,2023Q2,408,1228
2023-06,Binance,Transfer,Polkadot,Trezor,Completed,1,2605110.4,2605110.4,0.040401047878815426,105249.19,1,2023Q2,408,1228
2023-06,Binance,Transfer,Polkadot,Trezor,Failed,1,1711465.99,1711465.99,0.00869453444412296,14880.4,1,2023Q2,408,1228
2023-06,Binance,Transfer,Solana,Trezor,Failed,1,556484.13,556484.13,0.01879280905998164,10457.9,1,2023Q2,408,1228
2023-06,Binance,Transfer,XRP,Cold Wallet,Failed,1,2009288.55,2009288.55,0.0032518923178057224,6533.99,1,2023Q2,408,1228
2023-06,Binance,Transfer,XRP,Trezor,Pending,1,1462817.79,1462817.79,0.004796434694713413,7016.31,1,2023Q2,408,1228
2023-06,Binance,Withdraw,Avalanche,Exchange Wallet,Completed,1,1262354.1,1262354.1,0.028333785266748842,35767.27,1,2023Q2,408,1228
2023-06,Binance,Withdraw,BNB,Hot Wallet,Completed,1,202238.68,202238.68,0.015686366228260588,3172.39,1,2023Q2,408,1228
2023-06,Binance,Withdraw,BNB,Trezor,Pending,1,3646527.32,3646527.32,0.01604850172903682,58521.3,1,2023Q2,408,1228
2023-06,Binance,Withdraw,Bitcoin,Trezor,Pending,1,3193327.59,3193327.59,0.0053258582217679705,17007.21,1,2023Q2,408,1228
2023-06,Binance,Withdraw,Polkadot,Trezor,Completed,1,1422027.68,1422027.68,0.009555559424834825,13588.27,1,2023Q2,408,1228
2023-06,Binance,Withdraw,Solana,Ledger,Failed,1,2893023.68,2893023.68,0.028073537925551995,81217.41,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Avalanche,Ledger,Failed,1,611846.34,611846.34,0.04192157135401023,25649.56,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Avalanche,Trezor,Completed,1,726852.9,726852.9,0.009993713996325804,7263.96,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Avalanche,Trezor,Failed,1,482077.0,482077.0,0.03971187175492712,19144.18,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Cardano,Trezor,Completed,2,6214286.48,3107143.24,0.04015929495032264,231611.49,2,2023Q2,408,1228
2023-06,Coinbase,Buy,Ethereum,Exchange Wallet,Completed,1,1729230.57,1729230.57,0.0063007213664977016,10895.4,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Ethereum,Exchange Wallet,Failed,1,2273526.56,2273526.56,0.02909860441656771,66156.45,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Litecoin,Cold Wallet,Completed,1,693860.75,693860.75,0.016094410874228006,11167.28,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Litecoin,Trezor,Failed,1,2527953.98,2527953.98,0.04483477187349748,113340.24,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Solana,Trezor,Completed,1,621072.5,621072.5,0.0040741942365826855,2530.37,1,2023Q2,408,1228
2023-06,Coinbase,Buy,Solana,Trezor,Pending,1,571931.58,571931.58,0.04246556904586385,24287.4,1,2023Q2,408,1228
2023-06,Coinbase,Buy,XRP,Exchange Wallet,Failed,2,5202613.18,2601306.59,0.026771889286343394,92405.61,2,2023Q2,408,1228
2023-06,Coinbase,Sell,BNB,Exchange Wallet,Pending,1,1617027.03,1617027.03,0.03377539706309053,54615.73,1,2023Q2,408,1228
2023-06,Coinbase,Sell,BNB,Trezor,Completed,1,4700.3,4700.3,0.02779184307384635,130.63,1,2023Q2,408,1228
2023-06,Coinbase,Sell,BNB,Trezor,Pending,1,1415313.72,1415313.72,0.025663059353370786,36321.28,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Cardano,Cold Wallet,Completed,1,2520883.01,2520883.01,0.00529141175813629,13339.03,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Cardano,Trezor,Pending,1,1498751.9,1498751.9,0.04251562249896064,63720.37,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Dogecoin,Cold Wallet,Completed,1,4271502.12,4271502.12,0.01703752636789046,72775.83,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Dogecoin,Ledger,Pending,1,830625.4,830625.4,0.01780254974143579,14787.25,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Litecoin,Trezor,Pending,1,1375494.86,1375494.86,0.03314075633841336,45584.94,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Solana,Cold Wallet,Completed,1,934549.61,934549.61,0.01344399469601191,12564.08,1,2023Q2,408,1228
2023-06,Coinbase,Sell,Solana,Trezor,Failed,1,2157075.11,2157075.11,0.041916055486820765,90416.08,1,2023Q2,408,1228
2023-06,Coinbase,Sell,XRP,Trezor,Failed,1,534749.52,534749.52,0.04183409084686976,22370.76,1,2023Q2,408,1228
2023-06,Coinbase,Stake,Avalanche,Cold Wallet,Pending,1,2008478.95,2008478.95,0.012906682442452284,25922.8,1,2023Q2,408,1228
2023-06,Coinbase,Stake,BNB,Cold Wallet,Failed,1,239926.34,239926.34,0.027068807868281575,6494.52,1,2023Q2,408,1228
2023-06,Coinbase,Stake,BNB,Ledger,Pending,1,1695418.12,1695418.12,0.03206764712412062,54368.07,1,2023Q2,408,1228
2023-06,Coinbase,Stake,Bitcoin,Trezor,Failed,1,2214539.04,2214539.04,0.012178132565231273,26968.95,1,2023Q2,408,1228
2023-06,Coinbase,Stake,Cardano,Cold Wallet,Completed,1,666656.25,666656.25,0.04547867060422819,30318.64,1,2023Q2,408,1228
2023-06,Coinbase,Stake,Dogecoin,Hot Wallet,Failed,1,3037486.4,3037486.4,0.04637664221311411,140868.42,1,2023Q2,408,1228
2023-06,Coinbase,Stake,Dogecoin,Hot Wallet,Pending,1,775612.86,775612.86,0.03830475425587967,29709.66,1,2023Q2,408,1228
2023-06,Coinbase,Stake,Ethereum,Trezor,Completed,2,3007784.1500000004,1503892.0750000002,0.03521155593091675,116569.5,2,2023Q2,408,1228
2023-06,Coinbase,Stake,XRP,Exchange Wallet,Failed,1,2548716.17,2548716.17,0.04977739439696025,126868.45,1,2023Q2,408,1228
2023-06,Coinbase,Stake,XRP,Ledger,Completed,1,994900.55,994900.55,0.004872547311387052,4847.7,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Bitcoin,Cold Wallet,Pending,1,2703589.69,2703589.69,0.037233049960328855,100662.89,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Bitcoin,Ledger,Failed,1,2670637.94,2670637.94,0.03592286642943446,95936.97,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Dogecoin,Exchange Wallet,Failed,1,1780299.23,1780299.23,0.04029183341274602,71731.52,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Dogecoin,Exchange Wallet,Pending,1,2465066.59,2465066.59,0.04553979614806268,112258.63,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Ethereum,Exchange Wallet,Completed,1,4711865.64,4711865.64,0.026169294589647934,123306.2,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Ethereum,Hot Wallet,Failed,1,1679577.84,1679577.84,0.03540034798268117,59457.64,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Ethereum,Ledger,Failed,1,4165042.26,4165042.26,0.009047444815121757,37682.99,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Litecoin,Cold Wallet,Failed,1,4919331.68,4919331.68,0.03383460413468197,166443.64,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Solana,Cold Wallet,Completed,1,1826412.07,1826412.07,0.00312320537829122,5704.26,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,Solana,Ledger,Completed,1,4544517.57,4544517.57,0.03945113144319959,179286.36,1,2023Q2,408,1228
2023-06,Coinbase,Transfer,XRP,Hot Wallet,Failed,1,119280.32,119280.32,0.023717156359070797,2828.99,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Avalanche,Ledger,Failed,1,3337204.99,3337204.99,0.03399362051175645,113443.68,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Avalanche,Trezor,Failed,1,1978993.01,1978993.01,0.024984742113869314,49444.63,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Bitcoin,Hot Wallet,Completed,1,2932263.72,2932263.72,0.002085023921381805,6113.84,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Bitcoin,Ledger,Pending,1,744759.46,744759.46,0.03110274020554234,23164.06,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Cardano,Ledger,Failed,1,788987.92,788987.92,0.010854386718620481,8563.98,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Ethereum,Exchange Wallet,Failed,1,2810220.05,2810220.05,0.03357163080521043,94343.67,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Litecoin,Cold Wallet,Completed,1,1956792.46,1956792.46,0.022097591279557568,43240.4,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Polkadot,Hot Wallet,Completed,1,1443.33,1443.33,0.012568158356023918,18.14,1,2023Q2,408,1228
2023-06,Coinbase,Withdraw,Polkadot,Trezor,Pending,1,5390782.4,5390782.4,0.04405355148447468,237483.11,1,2023Q2,408,1228
2023-06,FTX,Buy,Avalanche,Exchange Wallet,Completed,1,3995.75,3995.75,0.0010010636301069887,4.0,1,2023Q2,408,1228
2023-06,FTX,Buy,Avalanche,Ledger,Pending,1,2491477.53,2491477.53,0.010697375223769328,26652.27,1,2023Q2,408,1228
2023-06,FTX,Buy,BNB,Exchange Wallet,Completed,1,2545558.71,2545558.71,0.024446955301219514,62231.16,1,2023Q2,408,1228
2023-06,FTX,Buy,BNB,Hot Wallet,Completed,1,466455.77,466455.77,0.011558673612291256,5391.61,1,2023Q2,408,1228
2023-06,FTX,Buy,BNB,Trezor,Completed,1,3665551.36,3665551.36,0.0013345086508350001,4891.71,1,2023Q2,408,1228
2023-06,FTX,Buy,Cardano,Hot Wallet,Failed,1,2026578.56,2026578.56,0.010451719177370552,21181.23,1,2023Q2,408,1228
2023-06,FTX,Buy,Dogecoin,Hot Wallet,Pending,1,1219717.51,1219717.51,0.02593919472386684,31638.49,1,2023Q2,408,1228
2023-06,FTX,Buy,Ethereum,Exchange Wallet,Completed,1,92682.32,92682.32,0.03191957214709343,2958.38,1,2023Q2,408,1228
2023-06,FTX,Buy,Litecoin,Ledger,Pending,1,2165138.0,2165138.0,0.03729639404047225,80751.84,1,2023Q2,408,1228
2023-06,FTX,Buy,Polkadot,Cold Wallet,Failed,1,2214945.9,2214945.9,0.048699487423146545,107866.73,1,2023Q2,408,1228
2023-06,FTX,Buy,Polkadot,Exchange Wallet,Failed,1,2469689.25,2469689.25,0.020559683773980875,50776.03,1,2023Q2,408,1228
